Tahun_sipsn,Provinsi,Kabupaten/Kota,Timbulan Sampah Tahunan (ton/tahun)(A),Pengurangan Sampah Tahunan (ton/tahun)(B),%Pengurangan Sampah(B/A),Penanganan Sampah Tahunan (ton/tahun)(C),%Penanganan Sampah(C/A),Sampah Terkelola Tahunan (ton/tahun)(B+C),%Sampah Terkelola(B+C)/A,Daur ulang Sampah Tahunan (ton/tahun)(D),Bahan baku Sampah Tahunan (ton/tahun)(E),Recycling Rate(D+E)/A,P1/P2,Unnamed: 0,Tahun_tpa,P,Nama Fasilitas,Jenis,Status,Sampahmasuk (ton/thn),Sampahmasuk Landfill (ton/thn),Sampah Organikterolah (ton/thn),Sampah An-Organikterolah (ton/thn),RecoveryPemulung (ton/thn),Energi(MW),Alamat,Kelurahan,Kecamatan,Pengelola,Luas (hektar),Sistem Operasional,Tgl Awal Operasi,Tgl. Akhir Operasi,Luas Landfill Aktif (m2),Pencatatan,Jembatan Timbang,Penutupan Sampah Zona Aktif,Jml Sumur Pantau,IPL,Jml Uji Lindi,Ada Drainase,Pemanfaatan Gas Metana,Jumlah KK yang memanfaatkan gas Metana
2025.0,Lampung,Kota Bandar Lampung,261022.21,0.0,0.0,199.52,0.08,199.52,0.08,0.0,199.52,0.08,P 1,,2025.0,2.0,TPA Bakung,TPA Pemda (Non Regional),A,219000.0,219000.0,0.0,0.0,0.0,0.0,Jl. Tulung Buyut,Bakung,Teluk Betung Barat,Pemda DATI II,13.47,Open Dumping,-,-,-,Manual Book,Ada tapi sedang rusak,Setahun Sekali,4,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,ADA,Untuk Energi Listrik,-
2025.0,Maluku,Kab. Buru,23224.95,1.1,0.0,2193.65,9.45,2194.75,9.45,1.1,2193.65,9.45,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Maluku,Kab. Maluku Barat Daya,13978.92,0.34,0.0,4.86,0.03,5.2,0.04,0.0,4.86,0.03,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Maluku,Kota Ambon,93589.91,0.0,0.0,73134.03,78.14,73134.03,78.14,0.0,7269.78,7.77,P 1,,2025.0,1.0,TPA Toisapu,TPA Pemda (Non Regional),A,65864.25,64157.87,0.0,1460.0,246.38,0.0,Dusun Ama Ory,Toisapu,Leitimur Selatan,Pemda DATI II,9,Control Landfill,-,-,10000,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Tiga hari sekali atau seminggu dua kali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2,ADA,-,-
,Maluku,Kota Tual,,,,,,,,,,,,,2025.0,2.0,TPA KOTA TUAL,TPA Pemda (Non Regional),A,4624.11,4624.11,0.0,0.0,0.0,0.0,Desa Ohoitel Kota Tual,,,Pemda DATI II,0,Open Dumping,02-01-2017,-,768,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,TIDAK ADA,-,-
2025.0,Maluku Utara,Kab. Halmahera Selatan,47187.93,0.0,0.0,109.5,0.23,109.5,0.23,0.0,109.5,0.23,P 1,,2025.0,2.0,TPA Marabose,,A,6653.95,5658.96,310.62,554.8,129.58,0.0,Desa Marabose,,,,0,-,-,-,-,Manual Book,Tidak Ada,Tiga hari sekali atau seminggu dua kali,2,-,-,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Maluku Utara,Kab. Halmahera Tengah,19436.25,0.0,0.0,8750.31,45.02,8750.31,45.02,0.0,1.26,0.01,P 1,,2025.0,1.0,TPA WEDA,TPA Pemda (Non Regional),A,8749.05,8749.05,0.0,0.0,0.0,0.0,KILO METER 9,,,Pemda DATI II,0,Control Landfill,-,-,5600,Manual Book,Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",2,ADA,-,-
2025.0,Maluku Utara,Kab. Halmahera Timur,18336.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA Maba,TPA Pemda (Non Regional),A,3142.65,2649.9,492.75,0.0,0.0,0.0,Jalan Trans Halmahera Ruas Maba-Gotowasi,,,Pemda DATI II,5,-,-,-,3000,Manual Book,Tidak Ada,-,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",-,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Maluku Utara,Kab. Halmahera Utara,52692.53,0.14,0.0,643.5,1.22,643.64,1.22,0.0,643.5,1.22,P 1,,2025.0,2.0,TPA TOBELO MARAHAI,TPA Pemda (Non Regional),A,17092.95,16782.7,0.0,0.0,310.25,0.0,DESA GOSOMA KECAMATAN TOBELO,,,Pemda DATI II,5,Open Dumping,-,-,8034,Manual Book,Tidak Ada,Dua minggu sekali,1,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",-,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Maluku Utara,Kab. Pulau Morotai,11951.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA Dahegila,TPA Pemda (Non Regional),A,843.15,843.15,0.0,0.0,0.0,0.0,Desa Dahegila,Dahegila,Morotai Selatan,Pemda DATI II,3.8,Open Dumping,2017,-,5000,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,-,-,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Nusa Tenggara Barat,Kab. Lombok Barat,111362.52,0.0,0.0,33726.49,30.29,33726.49,30.29,0.0,4143.24,3.72,P 1,,2025.0,2.0,TPA Kebun Kongok,TPA Regional,A,33941.35,27185.2,1697.25,4380.0,678.9,0.0,Kebon Kongok Desa Suka Makmur Gerung,,,Pemda DATI I,99999.99,Sanitary Landfill,1993,sampai sekarang,17000,Manual Book,Ada dan berfungsi dengan baik,Setiap hari,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",-,TIDAK ADA,-,-
2025.0,Nusa Tenggara Barat,Kab. Sumbawa Barat,23407.74,0.0,0.0,3154.26,13.48,3154.26,13.48,0.0,3154.26,13.48,P 1,,2025.0,2.0,TPA Batu Putih,TPA Pemda (Non Regional),A,14965.0,14800.75,0.0,0.0,164.25,0.0,Desa Batu Putih Kecamatan Taliwang,,,Pemda DATI II,5,Control Landfill,-,-,5,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",-,ADA,-,-
2025.0,Nusa Tenggara Timur,Kab. Alor,32850.0,0.0,0.0,6737.17,20.51,6737.17,20.51,0.0,6737.17,20.51,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Nusa Tenggara Timur,Kab. Belu,33789.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA LELOWAI,TPA Regional,A,15176.7,14939.45,109.5,73.0,54.75,0.0,DESA DEROKFATURENE,,,Pemda DATI I,0,-,-,-,450,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,ADA,-,-
2025.0,Nusa Tenggara Timur,Kab. Ende,41093.45,0.0,0.0,12.0,0.03,12.0,0.03,0.0,12.0,0.03,P 1,,2025.0,2.0,TPA RATE,TPA Pemda (Non Regional),A,10950.0,10950.0,0.0,0.0,0.0,0.0,Kelurahan Tanjung,,,Pemda DATI II,0.3,Open Dumping,-,-,3000,Manual Book,Tidak Ada,Dua minggu sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Nusa Tenggara Timur,Kab. Flores Timur,43397.04,0.0,0.0,76.11,0.18,76.11,0.18,0.0,76.11,0.18,P 1,,2025.0,2.0,TPA RIANGKOLI,TPA Pemda (Non Regional),A,6504.3,6504.3,0.0,0.0,0.0,0.0,Desa Sinamalaka Kec. Tanjung Bunga,,,Pemda DATI II,5,-,Januari 2018,Januari 2038,4800,Manual Book,Tidak Ada,Setahun Sekali,-,-,2,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Nusa Tenggara Timur,Kab. Kupang,56970.66,0.48,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Nusa Tenggara Timur,Kab. Lembata,20928.37,1.87,0.01,2521.79,12.05,2523.66,12.06,0.0,73.0,0.35,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Nusa Tenggara Timur,Kab. Malaka,28252.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Nusa Tenggara Timur,Kab. Manggarai,51076.06,0.0,0.0,1371.54,2.69,1371.54,2.69,0.0,1371.54,2.69,P 1,,2025.0,2.0,TPA Mahima,TPA Pemda (Non Regional),A,843.15,843.15,0.0,0.0,0.0,0.0,Kelurahan Wangkung Kecamatan Reok,,,Pemda DATI II,2.38,Open Dumping,1 Januari 2023,-,-,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Nusa Tenggara Timur,Kab. Manggarai,51076.06,0.0,0.0,1371.54,2.69,1371.54,2.69,0.0,1371.54,2.69,P 1,,2025.0,2.0,TPA open Dumping,TPA Pemda (Non Regional),A,8551.95,8197.53,0.0,0.0,354.42,0.0,Ncolang,,,Pemda DATI II,0,-,-,-,-,Manual Book,Tidak Ada,Setahun Sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Nusa Tenggara Timur,Kab. Manggarai Barat,53768.7,0.0,0.0,2206.31,4.1,2206.31,4.1,0.0,2206.31,4.1,P 1,,2025.0,2.0,TPA Labuan Bajo Warloka,TPA Pemda (Non Regional),A,9473.57,7648.57,0.0,1460.0,365.0,0.0,Warloka,,,Pemda DATI II,5,Open Dumping,-,-,13430,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Setahun Sekali,1,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",11,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Nusa Tenggara Timur,Kab. Manggarai Timur,36449.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Nusa Tenggara Timur,Kab. Nagekeo,24010.72,1106.59,4.61,724.92,3.02,1831.51,7.63,1106.59,724.92,7.63,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Nusa Tenggara Timur,Kab. Ngada,44479.48,0.0,0.0,7847.5,17.64,7847.5,17.64,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA KOTA BAJAWA,TPA Pemda (Non Regional),A,6197.7,6197.7,0.0,0.0,0.0,0.0,"DESA NARU, KECAMATAN BAJAWA",,,Pemda DATI II,4.9,Control Landfill,01012019,-,9000,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",-,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Nusa Tenggara Timur,Kab. Rote Ndao,21976.07,0.0,0.0,361.39,1.64,361.39,1.64,0.0,361.39,1.64,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Nusa Tenggara Timur,Kab. Sabu Raijua,13838.9,2044.0,14.77,0.0,0.0,2044.0,14.77,2044.0,0.0,14.77,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Nusa Tenggara Timur,Kab. Sikka,50884.07,0.0,0.0,1564.03,3.07,1564.03,3.07,0.0,1564.03,3.07,P 1,,2025.0,2.0,TPA Wairii,TPA Pemda (Non Regional),A,11804.1,9468.1,912.5,1095.0,328.5,0.0,Wiarii Desa Kolisia Kecamatan Magepanda,,,Pemda DATI II,5,-,-,-,2,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,ADA,-,-
2025.0,Nusa Tenggara Timur,Kab. Sumba Barat,22631.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Nusa Tenggara Timur,Kab. Sumba Barat Daya,60000.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA Ramadana,TPA Pemda (Non Regional),A,1825.0,1825.0,0.0,0.0,0.0,0.0,Desa Ramadana,,,Pemda DATI II,4.98,Open Dumping,-,-,-,Manual Book,Tidak Ada,Dua minggu sekali,1,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,TIDAK ADA,-,-
2025.0,Nusa Tenggara Timur,Kab. Sumba Tengah,13483.68,7.67,0.06,251.85,1.87,259.52,1.92,7.67,251.85,1.92,P 1,,2025.0,2.0,TPSS Watugaigal,TPA Pemda (Non Regional),A,328.5,0.0,0.0,328.5,0.0,0.0,Watugaigal,,,Pemda DATI II,0.12,Open Dumping,Tahun 2013,sampai sekarang,1200,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Nusa Tenggara Timur,Kab. Sumba Timur,38658.76,0.0,0.0,80.99,0.21,80.99,0.21,0.0,80.99,0.21,P 1,,2025.0,2.0,TPA Laindeha,TPA Pemda (Non Regional),A,12045.0,11132.5,0.0,547.5,365.0,0.0,Jalan Waingapu - Tanarara,Watumbaka,Pandawai,Pemda DATI II,9,Open Dumping,17 Juni 2013,17 Juni 2033,21700,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,TIDAK ADA,-,-
2025.0,Nusa Tenggara Timur,Kab. Timor Tengah Utara,40019.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Nusa Tenggara Timur,Kota Kupang,86651.18,0.0,0.0,7529.76,8.69,7529.76,8.69,0.0,7529.76,8.69,P 1,,2025.0,2.0,TPA ALak,TPA Pemda (Non Regional),A,55866.75,55246.25,109.5,0.0,511.0,0.0,RT/RW 021/08,,,Pemda DATI II,9.14,Open Dumping,-,-,89590,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Papua,Kab. Keerom,9502.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Papua,Kota Jayapura,88709.45,42.62,0.05,1068.9,1.2,1111.52,1.25,0.0,1068.9,1.2,P 1,,2025.0,2.0,TPA Koya Koso,,A,63648.7,63648.7,0.0,0.0,0.0,0.0,Jalan Jayapura-Keerom,,,,0,-,-,-,15540,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Sebulan sekali,1,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",1,ADA,Tidak ada. Gas Metana dibakar.,-
,Papua Barat,Kab. Fak Fak,,,,,,,,,,,,,2025.0,2.0,TPA KADAMBER,TPA Pemda (Non Regional),A,5781.6,5781.6,0.0,0.0,0.0,0.0,KEL. WAGOM UTARA,,,Pemda DATI II,0,Open Dumping,-,-,2.44,Manual Book,Ada tapi sedang rusak,Tidak ditutup sama sekali,-,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,-,TIDAK ADA,-,-
2025.0,Papua Barat,Kab. Manokwari,53290.0,0.0,0.0,1460.0,2.74,1460.0,2.74,0.0,1460.0,2.74,P 1,,2025.0,2.0,TPA Sowi Gunung,TPA Pemda (Non Regional),A,38825.05,31525.05,0.0,0.0,7300.0,0.0,TPA Sowi Gunung Kampung Maisepi,Sowi,Manokwari Selatan,Pemda DATI II,51.6,Open Dumping,2009,-,12000,Manual Book,Tidak Ada,Dua minggu sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,TIDAK ADA,-,-
2025.0,Papua Barat,Kab. Teluk Bintuni,13295.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA Tisai,TPA Pemda (Non Regional),A,11081.4,11081.4,0.0,0.0,0.0,0.0,"Jalan Poros SPBU, Tisai",,,Pemda DATI II,1,-,-,-,10,Manual Book,Tidak Ada,Tidak ditutup sama sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,ADA,-,-
,Papua Barat,Kab. Teluk Wondama,,,,,,,,,,,,,2025.0,2.0,TPA SIKAMA,TPA Pemda (Non Regional),A,2168.1,2168.1,0.0,0.0,0.0,0.0,KAMPUNG SENDERAWOI,,,Pemda DATI II,5,Open Dumping,2018,-,-,Manual Book,Tidak Ada,Sebulan sekali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,TIDAK ADA,-,-
2025.0,Papua Barat Daya,Kab. Sorong,18931.67,45.98,0.24,2460.96,13.0,2506.94,13.24,40.15,2460.96,13.21,P 1,,2025.0,2.0,TPA Mariat Gunung,TPA Pemda (Non Regional),A,6084.55,5945.85,21.9,51.1,65.7,0.0,Jalan Klamono Km 32,,,Pemda DATI II,8.7,Open Dumping,-,-,8267,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,1,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",3,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Papua Barat Daya,Kab. Tambrauw,5938.11,0.0,0.0,63.88,1.08,63.88,1.08,0.0,63.88,1.08,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Papua Selatan,Kab. Asmat,17651.69,0.0,0.0,2.92,0.02,2.92,0.02,0.0,2.92,0.02,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Papua Selatan,Kab. Boven Digoel,10511.56,3.65,0.03,1.87,0.02,5.52,0.05,3.65,1.87,0.05,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Papua Tengah,Kab. Mimika,58553.12,0.0,0.0,612.09,1.05,612.09,1.05,0.0,612.09,1.05,P 1,,2025.0,2.0,TPA IWAKA,TPA Pemda (Non Regional),A,32926.65,32926.65,0.0,0.0,0.0,0.0,IWAKA,,,Pemda DATI II,11.34,-,-,-,20000,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),-,-,-,-,-,TIDAK ADA,-,-
2025.0,Riau,Kab. Siak,72380.96,9.09,0.01,6284.14,8.68,6293.22,8.69,7.3,440.49,0.62,P 1,,2025.0,2.0,TPA Tualang,TPA Pemda (Non Regional),A,19126.0,18531.05,0.0,576.7,18.25,0.0,Jl. Raya Perawang-Minas Km. 11 03/04,Kampung Perawang Barat,Tualang,Pemda DATI II,10,Open Dumping,2013,2043,30000,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tiga atau Empat Bulan Sekali,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2,ADA,-,-
2025.0,Riau,Kab. Siak,72380.96,9.09,0.01,6284.14,8.68,6293.22,8.69,7.3,440.49,0.62,P 1,,2025.0,2.0,TPA Buantan Besar/Siak,TPA Pemda (Non Regional),A,6555.4,5971.4,379.6,204.4,0.0,0.0,Jl. Raya Siak-Bungaraya 001/002,Buantan Besar,Siak,Pemda DATI II,4,Open Dumping,2001,2030,30000,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Tiga atau Empat Bulan Sekali,3,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2,ADA,Untuk Bahan Bakar,-
2025.0,Riau,Kota Dumai,64834.22,2.72,0.0,17978.67,27.73,17981.39,27.73,0.0,17978.67,27.73,P 1,,2025.0,2.0,TPA Mekar Sari,TPA Pemda (Non Regional),A,44749.0,44128.5,0.0,0.0,620.5,0.0,Jalan Sentosa,Mekar Sari,Dumai Selatan,Pemda DATI II,12,Open Dumping,2012,-,14800,Manual Book,Ada tapi sedang rusak,Dua minggu sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",1,ADA,-,-
2025.0,Riau,Kota Pekanbaru,383556.27,134.22,0.03,14458.0,3.77,14592.22,3.8,132.88,14458.0,3.8,P 1,,2025.0,2.0,TPA- 2 Muara Fajar,TPA Pemda (Non Regional),A,271946.9,257346.9,0.0,0.0,14600.0,0.0,Jl Lele Rt 4 / Rw 4,Muara Fajar Timur,Rumbai,Pemda DATI II,5,Open Dumping,2 januari 2019,-,25000,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada tapi sedang rusak,Dua minggu sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",1,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Sulawesi Barat,Kab. Majene,39716.75,3.12,0.01,230.44,0.58,233.56,0.59,0.0,230.44,0.58,P 1,,2025.0,2.0,TPA Moluku,TPA Pemda (Non Regional),A,9913.04,9586.0,0.0,24.09,302.95,0.0,Moloku,Totoli,Banggae,Pemda DATI II,3.35,Open Dumping,17 februari 2019,17 februari 2029,13216,Manual Book,Tidak Ada,Dua minggu sekali,1,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Sulawesi Barat,Kab. Mamuju,52629.72,0.0,0.0,3397.06,6.45,3397.06,6.45,0.0,3397.06,6.45,P 1,,2025.0,2.0,TPA Adi Adi,TPA Pemda (Non Regional),A,9750.98,9696.96,0.0,0.0,54.02,0.0,Jl. Poros Mamuju Majene,,,Pemda DATI II,0,Open Dumping,-,-,8411.36,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada dan berfungsi dengan baik,Sebulan sekali,1,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Sulawesi Barat,Kab. Mamuju Tengah,52295.01,1.44,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,P 1,,2025.0,2.0,TPA TABOLANG,TPA Pemda (Non Regional),A,7300.0,7290.88,0.0,0.0,9.13,0.0,Desa Tabolang Kec. Topoyo Kab. Mamuju Tengah,,,Pemda DATI II,2,-,Tahu 2017,sampai saat ini,20000,Manual Book,Ada tapi sedang rusak,Tiga hari sekali atau seminggu dua kali,-,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",-,ADA,-,-
2025.0,Sulawesi Barat,Kab. Pasangkayu,21880.73,295.82,1.35,98.24,0.45,394.06,1.8,0.0,98.24,0.45,P 1,,2025.0,2.0,TPA GUNUNG SARI,TPA Pemda (Non Regional),A,5840.0,5715.9,0.0,0.0,124.1,0.0,Martajaya,Gunung sari,Pasangkayu,Pemda DATI II,0.98,Open Dumping,-,-,5856,Manual Book,Tidak Ada,Tidak ditutup sama sekali,1,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2,ADA,Tidak ada. Gas Metana dibakar.,-
2025.0,Sulawesi Selatan,Kab. Bantaeng,31720.98,24.01,0.08,19030.25,59.99,19054.27,60.07,18.43,8693.45,27.46,P 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025.0,Sulawesi Selatan,Kab. Barru,28616.15,0.0,0.0,15957.06,55.76,15957.06,55.76,0.0,3594.51,12.56,P 1,,2025.0,1.0,TPA Padangloang,TPA Pemda (Non Regional),A,12362.55,12305.97,0.0,0.0,56.58,0.0,Bottolai,Coppo,Barru,Pemda DATI II,5,Control Landfill,2012,2022,30000,Manual Book,Tidak Ada,Tujuh hari sekali atau Seminggu Sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",-,ADA,Untuk Bahan Bakar,18
2025.0,Sulawesi Selatan,Kab. Bone,150995.39,127.47,0.08,22122.61,14.65,22250.08,14.74,105.85,22122.61,14.72,P 1,,2025.0,2.0,TPA PASIPPO,TPA Regional,A,14505.1,14286.1,109.5,0.0,109.5,0.0,Pasippo,Palakka,Palakka,Pemda DATI I,5,Control Landfill,4/24/2008 12:00:00 AM,10,15000,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada dan berfungsi dengan baik,Tujuh hari sekali atau Seminggu Sekali,2,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",2,ADA,Untuk Bahan Bakar,-
